name,party,Constituency & State,gender,is_nominated,nth loksabha
"Scindia,Smt. Vijaya Raje",Congress,Guna (Madhya Pradesh ),female,0,2
"Sen,Shri Ashok Kumar",Congress,Calcutta North West (West Bengal ),male,0,2
"Sen Gupta,Shri Phani Gopal",Congress,Purnea (Bihar ),male,0,2
"Seth,Shri Bishanchander",Hindu Mahasabha,Shahjahanpur (Uttar Pradesh ),male,0,2
"Shah,Smt. Jayaben",Congress,Girnar (Bombay ),female,0,2
"Shah,Shri Manubhai Mansukhlal",Congress,Madhya Saurashtra (Bombay ),male,0,2
"Shah,Lt. Col.(Retd) Maharaja Manabendra",Congress,Tehri Garhwal (Uttar Pradesh ),male,0,2
"Shakuntala Devi,Smt.",Congress,Banka (Bihar ),female,0,2
"Shankaraiya,Shri M.",Congress,Mysore (Mysore ),male,0,2
"Sharma,Shri Harish Chandra",Ind.,Jaipur (Rajasthan ),male,0,2
"Sharma,Shri Diwan Chand",Congress,Gurdaspur (Punjab ),male,0,2
"Sharma,Pandit Krishan Chandra",Congress,Hapur (Uttar Pradesh ),male,0,2
"Sharma,Shri Radha Charan",Congress,Gwalior (Madhya Pradesh ),male,0,2
"Shastri,Shri Lal Bahadur",Congress,Allahabad (Uttar Pradesh ),male,0,2
"Shastri,Swami Ramanand",Congress,Barabanki-SC (Uttar Pradesh ),male,0,2
"Shastri,Pandit Hiralal",Congress,Sawai Madhopur-ST (Rajasthan ),male,0,2
"Shastri,Shri Prakash Vir",Ind.,Gurgaon (Punjab ),male,0,2
"Shivadin,Shri Drohar",Jan Sangh,Hardoi-SC (Uttar Pradesh ),male,0,2
"Shivananjappa,Shri M.K.",Congress,Mandya (Mysore ),male,0,2
"Shobha Ram,Shri",Congress,Alwar (Rajasthan ),male,0,2
"Shukla,Shri Vidya Charan",Congress,Baloda Bazar-SC (Madhya Pradesh ),male,0,2
"Siddananjappa,Shri H.",Congress,Hassan (Mysore ),male,0,2
"Siddiah,Shri S.M.",Congress,Mysore (Mysore ),male,0,2
"Singh,Shri Avadhesh Kumar",Congress,Katihar (Bihar ),male,0,2
"Singh,Shri Braj Raj",Socialist,Firozabad-SC (Uttar Pradesh ),male,0,2
"Singh,Shri Kalika",Congress,Azamgarh (Uttar Pradesh ),male,0,2
"Singh,Shri Kamal Narain",Congress,Shahdol-ST (Madhya Pradesh ),male,0,2
"Singh,Shri Lachman",Congress,,male,1,2
"Singh,Capt. H.H. Maharawal Raghunath",Ind.,Barmer (Rajasthan ),male,0,2
"Singh,Shri Mahendra Nath",Congress,Maharajganj (Bihar ),male,0,2
"Singh,Shri Prabhu Narain",Socialist,Chandauli (Uttar Pradesh ),male,0,2
"Singh,Shri Radha Mohan",Congress,Ballia (Uttar Pradesh ),male,0,2
"Singh,Shri Ramesh Prasad",Congress,Aurangabad (Bihar ),male,0,2
"Singh,Shri Umrao",Congress,Ghosi (Uttar Pradesh ),male,0,2
"Singh,Sardar Hukum",Congress,Bhatinda-SC (Punjab ),male,0,2
"Singh,Shri R. P.",Congress,Raebareli (Uttar Pradesh ),male,0,2
"Singh,Shri Babu Nath",Congress,Surguja-ST (Madhya Pradesh ),male,0,2
"Singh,Chaudhary Badan",Congress,Bisauli (Uttar Pradesh ),male,0,2
"Singh,Shri Digvijay Narain",Janata Party,Pupri (Bihar ),male,0,2
"Singh,Shri Dinesh Pratap",Congress,Gonda (Uttar Pradesh ),male,0,2
"Singh,Shri Har Prasad",Congress,Ghazipur (Uttar Pradesh ),male,0,2
"Singh,Shri Kamal",Ind.,Buxar (Bihar ),male,0,2
"Singh,Dr. Ram Subhag",Congress,Sasaram-SC (Bihar ),male,0,2
"Sinha,Shri Anirudha",Congress,Madhubani (Bihar ),male,0,2
"Sinha,Shri Banarsi Prasad",Congress,Monghyr (Bihar ),male,0,2
"Sinha,Shri Gajendra Prasad",Congress,Palamau-SC (Bihar ),male,0,2
"Sinha,Shri Jhulan",Congress,Siwan (Bihar ),male,0,2
"Sinha,Shri Kailash Pati",Congress,Nalanda (Bihar ),male,0,2
"Sinha,Shri Sarangdhar",Congress,Patna (Bihar ),male,0,2
"Sinha,Shri Satya Narayan",Congress,Samastipur (Bihar ),male,0,2
"Sinha,Shri Satyendra Narayan",Congress,Aurangabad (Bihar ),male,0,2
"Sinha,Smt. Tarkeshwari",Congress,Barh (Bihar ),female,0,2
"Sinhasan Singh,Shri",Congress,Gorakhpur (Uttar Pradesh ),male,0,2
"Siva,Dr. M.V. Gangadhara",Congress,Chittoor (Andhra Pradesh ),male,0,2
"Sivaraj,Shri N.",Ind.,Chingleput-SC (Madras ),male,0,2
"Somani,Shri Gajadhar Hajarilal",Congress,Dausa (Rajasthan ),male,0,2
"Sonavane,Shri Tayappa Hari",Congress,Sholapur-SC (Bombay ),male,0,2
"Sonule,Shri Harihar Rao",SCF,Nanded-SC (Bombay ),male,0,2
"Soren,Shri Debi",Jharkhand,Dumka-ST (Bihar ),male,0,2
"Subbarayan,Dr. P.",Congress,Tiruchengode (Madras ),male,0,2
"Subramanyam,Shri Tekur",Congress,Bellary (Mysore ),male,0,2
"Sugandhi,Shri Murigappa Siddappa",Ind.,Bijapur North (Mysore ),male,0,2
"Suisa,Shri Rungsung",Congress,Outer Manipur-ST (Manipur ),male,0,2
"Sultan,Smt. Maimoona",Congress,Bhopal (Madhya Pradesh ),female,0,2
"Sumat Prasad,Shri",Congress,Muzaffarnagar (Uttar Pradesh ),male,0,2
"Sunder Lal,Shri",Congress,Saharanpur (Uttar Pradesh ),male,0,2
"Supakar,Shri Shraddhakar",GP,Sambalpur (Odisha ),male,0,2
"Suraj prasad alias Surya Prasad,Shri",Congress,Gwalior (Madhya Pradesh ),male,0,2
"Swami,Shri V.N.",Congress,Chanda (Bombay ),male,0,2
"Swamy,Shri N.R.Muni",Congress,Vellore (Madras ),male,0,2
"Swaran Singh,Sardar",Congress,Jullundur (Punjab ),male,0,2
"Syed Mahmud,Dr.",Congress,Gopalganj (Bihar ),male,0,2
"Tahir,Shri Mohammad",Congress,Kishanganj (Bihar ),male,0,2
"Tangamani,Shri K.T.K.",CP,Madurai (Madras ),male,0,2
"Tantia,Shri Rameshwar",Congress,Sikar (Rajasthan ),male,0,2
"Tariq,Shri A.M.",Congress,Srinagar (Jammu and Kashmir ),male,1,2
"Tewari,Shri Dwarika Nath",Congress,Cachar-SC (Assam ),male,0,2
"Thakore,Shri Motisinh Bahadursinh",MJP,Patan (Bombay ),male,0,2
"Thakur,Shri Bangshi",Congress,Tripura East-ST (Tripura ),male,0,2
"Thevar,Shri Pasumpon U. Muthuramalinga",Congress,Srivilliputhur (Madras ),male,0,2
"Thimmaiah,Shri Dodda",Congress,Kolar-SC (Mysore ),male,0,2
"Thomas,Shri A.M.",Congress,Ernakulam (Kerala ),male,0,2
"Tirtha,Swami Ramananda-",Congress,Aurangabad (Bombay ),male,0,2
"Tiwari,Shri Babulal Surajbhan",Congress,Nimar(Khandwa) (Madhya Pradesh ),male,0,2
"Tiwary,Pandit Dwarka Nath",Congress,Kesaria (Bihar ),male,0,2
"Tiwary,Shri Ram Sahai",Congress,Khajuraho (Madhya Pradesh ),male,0,2
"Tribhuan Narayan Singh,Shri",Congress,Chandauli (Uttar Pradesh ),male,0,2
"Tripathi,Shri Vishambhar Dayal",Congress,Unnao (Uttar Pradesh ),male,0,2
"Tula Ram,Shri",Congress,Etawah (Uttar Pradesh ),male,0,2
"Tyabji,Shri Saif F.B.",Congress,Jalna (Bombay ),male,0,2
"Tyagi,Shri Mahavir",Congress,Dehradun (Uttar Pradesh ),male,0,2
"Uikey,Shri Mangru Ganu",Congress,Mandla-ST (Madhya Pradesh ),male,0,2
"Upadhyay,Pandit Munishwar Datt",Congress,Pratapgarh (Uttar Pradesh ),male,0,2
"Upadhyaya,Shri Shiv Datt",Congress,Rewa (Madhya Pradesh ),male,0,2
"Vairavan,Shri A. Servai",Congress,Tanjore (Madras ),male,0,2
"Vajpayee,Shri Atal Bihari",Jan Sangh,Balrampur (Uttar Pradesh ),male,0,2
"Valvi,Shri Laxman Vedu",PSP,West Khandesh-ST (Bombay ),male,0,2
"Varma,Shri Ramsingh Bhai",Congress,Nimad (Madhya Pradesh ),male,0,2
"Varma,Shri Bipin Bihari",Congress,Champaran (Bihar ),male,0,2
"Varma,Shri Manikya Lal",Congress,Udaipur (Rajasthan ),male,0,2
"Vedakumari,Kumari Mothey",Congress,Eluru (Andhra Pradesh ),female,0,2
"Venkataraman,Shri R.",Congress,Tanjore (Madras ),male,0,2
"Venkatasubbaiah,Shri Pendekanti",Congress,Adoni (Andhra Pradesh ),male,0,2
"Verma,Shri Ramji",PSP,Deoria (Uttar Pradesh ),male,0,2
"Vijaya Ananda,Lt.Col. Dr.",Congress,Visakhapatnam (Andhra Pradesh ),male,0,2
"Vijaya Raje,Smt.",Janata Party,Chatra (Bihar ),female,0,2
"Vishwanath Prasad,Shri",Congress,Azamgarh Distt West-SC (Uttar Pradesh ),male,0,2
"Vyas,Shri Radhelal Beharilal",Congress,Ujjain-SC (Madhya Pradesh ),male,0,2
"Vyas,Shri Ramesh Chandra",Congress,Bhilwara (Rajasthan ),male,0,2
"Wadiwa,Shri Narayanrao Maniram",Congress,Chhindwara (Madhya Pradesh ),male,0,2
"Warior,Shri K.Krishnan",CP,Trichur (Kerala ),male,0,2
"Wasnik,Shri Balkrishna Ramchandra",Congress,Bhandara-SC (Bombay ),male,0,2
"Wilson,Shri John N.",Congress,Mirzapur (Uttar Pradesh ),male,0,2
"Wodeyar,Shri K.G.",Congress,Shimoga (Mysore ),male,0,2
"Yadav,Shri Ramrao Narayanrao",Congress,Parbhani (Bombay ),male,0,2
"Yadav,Shri Ram Sewak",Socialist,Barabanki-SC (Uttar Pradesh ),male,0,2
"Yajnik,Shri Indulal Kanaiyalal",MJP,Ahmedabad-SC (Bombay ),male,0,2
"Abdur Rashid,Shri Bakshi",Congress,,male,1,3
"Achal Singh,Seth",Congress,Agra (Uttar Pradesh ),male,0,3
"Achuthan,Shri R.",Congress,Mavelikara (Kerala ),male,0,3
"Ahmad,Shri Ghyasuddin",Congress,Dhubri (Assam ),male,0,3
"Ajit Pratap Singh,Shri",Jan Sangh,Pratapgarh (Uttar Pradesh ),male,0,3
"Akkamma Devi,Smt.",Congress,Nilgiris (Madras ),male,0,3
"Alagesan Mudaliar,Shri O.V.",Congress,Chengleput (Madras ),male,0,3
"Alva,Shri Joachim",Congress,Kanara (Mysore ),male,0,3
"Alva,Shri A. Shanker",Congress,Mangalore (Mysore ),male,0,3
"Aney,Dr. Madhav Shrihari",Ind.,Nagpur (Maharashtra ),male,0,3
"Anjanappa,Shri B.",Congress,Nellore-SC (Andhra Pradesh ),male,0,3
"Ankineedu,Shri Maganti",Congress,Gudiwada (Andhra Pradesh ),male,0,3
"Anthony,Shri Frank",IPG,,male,1,3
"Antonio Colaco,Dr.",PCG,,male,1,3
"Arunachalam,Shri N.",Congress,Ramanthapuram (Madras ),male,0,3
"Augustus,Shri Alvares Peter",MG,"Panjim (Goa, Daman and Diu )",male,0,3
"Ayyangar,Shri Madabhusi Ananthasayanam",Congress,Chittoor (Andhra Pradesh ),male,0,3
"Azad,Shri Bhagwat Jha",Congress,Bhagalpur (Bihar ),male,0,3
"Bade,Shri Ram Chandra",Jan Sangh,Khargone (Madhya Pradesh ),male,0,3
"Badrudduja,Syed",IDP,Murshidabad (West Bengal ),male,0,3
"Bagri,Shri Mani Ram",Socialist,Hissar (Punjab ),male,0,3
"Bajaj,Shri Kamalnayan Jamnalal",Congress,Wardha (Maharashtra ),male,0,3
"Bakliwal,Shri Mohan Lal",Congress,Durg (Madhya Pradesh ),male,0,3
"Balaramaraju,Shri Dalta",Congress,Narasapur (Andhra Pradesh ),male,0,3
"Balkrishnan,Shri S.C.",Congress,Koilpatti-SC (Madras ),male,0,3
"Balmiki,Shri Kanhaiya Lal",Congress,Khurja-SC (Uttar Pradesh ),male,0,3
"Banerjee,Shri S.M.",Ind.,Kanpur (Uttar Pradesh ),male,0,3
"Banerji,Dr. Ramgati",Congress,Bankura (West Bengal ),male,0,3
"Baria,Shri Hirabhai Kunverbhai",Swatantra Party,Dohad-ST (Gujarat ),male,0,3
"Barkataki,Smt. Renuka Devi",Congress,Barpeta (Assam ),female,0,3
"Barman,Shri P.C.",Congress,Cooch Behar-SC (West Bengal ),male,0,3
"Barrow,Shri A.E.T.",Ind.,,male,1,3
"Barua,Shri Rajendranath",PSP,Jorhat (Assam ),male,0,3
"Barupal,Shri Pannalal",Congress,Ganganagar-SC (Rajasthan ),male,0,3
"Basappa,Shri C.R.",Congress,Tiptur (Mysore ),male,0,3
"Basu,Shri Gurugovinda",Congress,Burdwan (West Bengal ),male,0,3
"Basumatari,Shri Dharanidhor",Congress,Goalpara-ST (Assam ),male,0,3
"Baswant,Shri Sonubhau Dagadu",Congress,Thane (Maharashtra ),male,0,3
"Berwa,Shri Onkarlal",Jan Sangh,Kota (Rajasthan ),male,0,3
"Besra,Shri Satya Chandra",Congress,Dumka-ST (Bihar ),male,0,3
"Bhagat,Shri Bali Ram",Congress,Shahabad (Bihar ),male,0,3
"Bhagavati,Shri Bijoy Chandra",Congress,Darrang (Assam ),male,0,3
"Bhakt Darshan,Shri",Congress,Garhwal (Uttar Pradesh ),male,0,3
"Bhanu Prakash Singh (Narsinghgarh),H.H.Maharaja",Congress,Raigarh-ST (Madhya Pradesh ),male,0,3
"Bhargava,Pandit Mukut Bihari Lal",Congress,Ajmer (Rajasthan ),male,0,3
"Bhatkar,Shri Laxmanrao Shrawanji",Congress,Khamgaon-SC (Maharashtra ),male,0,3
"Bhattacharya,Shri Dinendra Nath",CP,Serampore (West Bengal ),male,0,3
"Bhattacharyya,Shri C.K.",Congress,Raiganj (West Bengal ),male,0,3
"Bheel,Shri P.H.D.",Swatantra Party,Dohad-ST (Gujarat ),male,0,3
"Bibhuti Mishra,Shri",Congress,Motihari (Bihar ),male,0,3
"Birendra Bahadur Singh,Major Raja Bahadur",Congress,Rajnandgaon (Madhya Pradesh ),male,0,3
"Bisht,Shri Jang Bahadur Singh",Congress,Almora (Uttar Pradesh ),male,0,3
"Boddiapalli,Shri Rajagopala Rao",Congress,Srikakulam (Andhra Pradesh ),male,0,3
"Borooah,Shri Prafulla Chandra",Congress,Sibsagar (Assam ),male,0,3
"Brahm Perkash,Chowdhury",Congress,Outer Delhi-SC (NCT of Delhi ),male,0,3
"Brajeshwar Prasad,Shri",Congress,Gaya-SC (Bihar ),male,0,3
"Brij Basi Lal,Shri",Congress,Faizabad (Uttar Pradesh ),male,0,3
"Brijraj Singh,Shri",Congress,Jhalawar (Rajasthan ),male,0,3
"Buta Singh,Sardar",Akali Dal,Moga-SC (Punjab ),male,0,3
"Chakravarti,Shri P.R.",Congress,Dhanbad (Bihar ),male,0,3
"Chakravartty,Smt. Renu",CP,Barrackpore (West Bengal ),female,0,3
"Chanda,Smt. Jyotsna",Congress,Cachar-SC (Assam ),female,0,3
"Chandak,Shri BHikulal Lachhimichand",Congress,Chhindwara (Madhya Pradesh ),male,0,3
"Chandrabhan Singh,Dr.",Congress,Bilaspur-SC (Madhya Pradesh ),male,0,3
"Chandrasekhar,Smt. Maragatham",Congress,Mayuram-SC (Madras ),female,0,3
"Chandriki,Shri Jagannath Rao",Congress,Raichur (Mysore ),male,0,3
"Chattar Singh,Shri",Congress,Chamba (Himachal Pradesh ),male,0,3
"Chatterjee,Shri Hari Pada",Ind.,Nabadwip-SC (West Bengal ),male,0,3
"Chatterjee,Shri N.C.",Ind.,Burdwan (West Bengal ),male,0,3
"Chaturvedi,Shri Shambunath",Congress,Firozabad-SC (Uttar Pradesh ),male,0,3
"Chaudhary,Shri Yudhvir Singh",Jan Sangh,Mahendragarh (Punjab ),male,0,3
"Chaudhri,Smt. Kamala",Congress,Hapur (Uttar Pradesh ),female,0,3
"Chaudhuri,Shri Sachindra Nath",Congress,Ghatal (West Bengal ),male,0,3
"Chaudhuri,Shri Tridib",RSP,Berhampore (West Bengal ),male,0,3
"Chavan,Shri Dajisaheb Ramrao",Congress,Karad (Maharashtra ),male,0,3
"Chavan,Shri Yashwantrao Balwantrao",Congress,Nashik (Maharashtra ),male,0,3
"Chavda,Smt. Zohraben Akbarbhai",Congress,Banaskantha (Gujarat ),female,0,3
"Chawdhary,Dr. Chandra Mani Lal",Congress,Moahna-SC (Bihar ),male,0,3
"Chuni Lal,Shri",Congress,Ambala-SC (Punjab ),male,0,3
"Dafle,Shri Vijayasinhrao Ramarao",Congress,Miraj (Maharashtra ),male,0,3
"Daji,Shri Homi F.",CP,Indore (Madhya Pradesh ),male,0,3
"Daljit Singh,Sardar",Congress,Una-SC (Punjab ),male,0,3
"Dandekar,Shri N.",Swatantra Party,Gonda (Uttar Pradesh ),male,0,3
"Das,Shri Sudhansu Bhushan",Congress,Diamond Harbour (West Bengal ),male,0,3
"Das,Shri Basanta Kumar",Congress,Contai (West Bengal ),male,0,3
"Das,Dr. Mono Mohan",Congress,Ausgram-SC (West Bengal ),male,0,3
"Das,Shri Nayan Tara",Congress,Jamui-SC (Bihar ),male,0,3
"Das,Shri Ram Dhani",Congress,Nawada-SC (Bihar ),male,0,3
"Das,Shri Shree Narayan",Congress,Darbhanga (Bihar ),male,0,3
"Dasappa,Shri H.C.",Congress,Bangalore (Mysore ),male,0,3
"Dass,Shri C.",Congress,Tirupathi-SC (Andhra Pradesh ),male,0,3
"Datar,Shri Balwantrao Nageshrao",Congress,Belgaum (Mysore ),male,0,3
"Deb,Shri Dasaratha",CP,Tripura East-ST (Tripura ),male,0,3
"Deo,Shri Laxmi Narayan Bhanja",Congress,Keonjhar-ST (Odisha ),male,0,3
"Deo,Shri Pratap Keshari",Swatantra Party,Kalahandi (Odisha ),male,0,3
"Deo,Shri Vijaya Bhushan Singh",RRP,Raigarh-ST (Madhya Pradesh ),male,0,3
"Deo Bhanj,Raja Purna Chandra",Congress,Bhubaneswar (Odisha ),male,0,3
"Desai,Shri Morarji Ranchhodji",Congress,Surat (Gujarat ),male,0,3
"Deshmukh,Dr. Punjabrao Shamrao",Congress,Amravati (Maharashtra ),male,0,3
"Deshmukh,Shri Bhaurao Dagdurao",Congress,Aurangabad (Maharashtra ),male,0,3
"Deshmukh,Shri Shivajirao Shankarrao",Congress,Parbhani (Maharashtra ),male,0,3
"Deshmukh,Smt. Vimla",Congress,Amravati (Maharashtra ),female,0,3
"Deshpande,Shri Govind Hari",Congress,Nashik (Maharashtra ),male,0,3
"Dey,Shri Surendra Kumar",Congress,Nagaur (Rajasthan ),male,0,3
"Dhaon,Shri B.K.",Congress,Lucknow (Uttar Pradesh ),male,0,3
"Dharmalingam,Shri R.",DMK,Tiruvannamalai (Madras ),male,0,3
"Dhebar,Shri Uchharamgrai Navalshanker",Congress,Rajkot (Gujarat ),male,0,3
"Dhodia,Shri Sanji Rupji",Congress,,male,1,3
"Digambar Singh,Chaudhary",Congress,Mathura (Uttar Pradesh ),male,0,3
"Dighe,Shri Bhaskar Narayan",Congress,Kolaba (Maharashtra ),male,0,3
"Dinesh Singh,Shri",Congress,Salone (Uttar Pradesh ),male,0,3
"Dixit,Shri Gopi Nath",Congress,Etawah (Uttar Pradesh ),male,0,3
"Dorai,Shri R. Kashinatha",Congress,Aruppukottai (Madras ),male,0,3
"Dube,Shri Mulchand",Congress,Farrukhabad (Uttar Pradesh ),male,0,3
"Dubey,Shri Rajaram Girdharilal",Congress,Bijapur North (Mysore ),male,0,3
"Dutta,Shri Birendra Chandra",CP,Tripura West (Tripura ),male,0,3
"Dwivedi,Shri Mannoolal",Congress,Hamirpur (Uttar Pradesh ),male,0,3
"Dwivedy,Shri Surendranath",PSP,Kendrapara (Odisha ),male,0,3
"Elayaperumal,Shri L.",Congress,Tirukoilur-SC (Madras ),male,0,3
"Elias,Shri Mohammed",CP,Howrah (West Bengal ),male,0,3
"Ering,Shri D.",Congress,,male,1,3
"Firodia,Shri Motilal Kundanmal",Congress,Ahmednagar (Maharashtra ),male,0,3
"Gaekwad,Shri Fatesinghrao Pratapsinghrao",Congress,Baroda (Gujarat ),male,0,3
"Gahmari,Shri Vishwanath Singh",Congress,Ghazipur (Uttar Pradesh ),male,0,3
"Gaitonde,Dr. Pundalik D.",Congress,,male,1,3
"Ganapati Ram,Shri",Congress,Machhlishahr (Uttar Pradesh ),male,0,3
"Gandhi,Shri Vithal Balkrishna",Congress,Bombay Central South (Maharashtra ),male,0,3
"Ganga Devi,Smt.",Congress,Mohanlalganj-SC (Uttar Pradesh ),female,0,3
"Gauri Shanker Kakkar,Shri",Ind.,Fatehpur (Uttar Pradesh ),male,0,3
"Gayatri Devi,Rajmata of Jaipur",Swatantra Party,Jaipur (Rajasthan ),female,0,3
"Ghosh,Shri Prashant Kumar",Swatantra Party,Ranchi East-ST (Bihar ),male,0,3
"Ghosh,Shri Atulya",Congress,Asansol (West Bengal ),male,0,3
"Ghosh,Shri Nalini Ranjan",Congress,Jalpaiguri (West Bengal ),male,0,3
"Gokaran Prasad,Shri",Jan Sangh,Misrikh-SC (Uttar Pradesh ),male,0,3
"Goni,Shri Abdul Ghani",NC(Cong.),,male,1,3
"Gopalan,Shri Ayillath Kuttieri",CP,Kasaragod (Kerala ),male,0,3
"Goundar,Shri R. Muthu",DMK,Tiruppattur (Madras ),male,0,3
"Gowdha,Shri H.K.V.",Congress,Bangalore (Mysore ),male,0,3
"Guha,Shri Arun Chandra",Congress,Barasat (West Bengal ),male,0,3
"Gulshan,Sardar Dhanna Singh",Akali Dal,Bhatinda-SC (Punjab ),male,0,3
"Gupta,Shri Kashi Ram",Ind.,Alwar (Rajasthan ),male,0,3
"Gupta,Shri Priya",PSP,Katihar (Bihar ),male,0,3
"Gupta,Shri Ram Ratan",Congress,Gonda (Uttar Pradesh ),male,0,3
"Gupta,Shri Shiv Charan",Congress,Delhi Sadar (NCT of Delhi ),male,0,3
"Gupta,Shri Badshah",Congress,Mainpuri (Uttar Pradesh ),male,0,3
"Gupta,Shri Indrajit",CP,Calcutta South West (West Bengal ),male,0,3
"Hajarnavis,Shri Ramchandra Matand",Congress,Bhandara (Maharashtra ),male,0,3
"Hansda,Shri Subodh Chandra",Congress,Jhargram-ST (West Bengal ),male,0,3
"Hanumanthaiya,Shri K.",Congress,Bangalore City (Mysore ),male,0,3
"Haq,Shri Mohammad Mohibbul",Congress,Akola (Maharashtra ),male,0,3
"Harvani,Shri Ansar",Congress,Bisauli (Uttar Pradesh ),male,0,3
"Hazarika,Shri J.N.",Congress,Dibrugarh (Assam ),male,0,3
"Heda,Shri Harish Chandra",Congress,Nizamabad (Andhra Pradesh ),male,0,3
"Hem Barua,Shri",PSP,Gauhati (Assam ),male,0,3
"Hem Raj,Shri",Congress,Kangra (Punjab ),male,0,3
"Hifzur Rahman,Maulana Mohammad",Congress,Amroha (Uttar Pradesh ),male,0,3
"Himatsingka,Shri Prabhu Dayal",Congress,Godda (Bihar ),male,0,3
"Humayun Kabir,Shri",Congress,Basirhat (West Bengal ),male,0,3
"Imbichibava,Shri Ezhu Kudikkal",CP,Ponnani (Kerala ),male,0,3
"Iqbal Singh,Sardar",Congress,Ferozepur (Punjab ),male,0,3
"Jadhav,Shri Madhavrao Laxmanrao",Congress,Malegaon-ST (Maharashtra ),male,0,3
"Jadhav,Shri Tulshidas Subhanrao",Congress,Nanded (Maharashtra ),male,0,3
"Jagjivan Ram,Shri",Congress,Sasaram-SC (Bihar ),male,0,3
"Jain,Shri Ajit Prasad",Congress,Tumkur (Mysore ),male,0,3
"Jaipal Singh,Shri",Jharkhand,Ranchi West-ST (Bihar ),male,0,3
"Jamir,Shri S.C.",Congress,Naga Hills Tuensang Area (Nagaland ),male,1,3
"Jamuna Devi,Smt.",Congress,Jhabua-ST (Madhya Pradesh ),female,0,3
"Jayaraman,Shri A.",Congress,Wandiwash (Madras ),male,0,3
"Jedhe,Shri Gulabrao Keshavrao",Congress,Baramati (Maharashtra ),male,0,3
"Jena,Shri Kanhu Charan",Congress,Bhadrak-SC (Odisha ),male,0,3
"Jha,Shri Yogendra",PSP,Madhubani (Bihar ),male,0,3
"Joshi,Smt. Subhadra",Congress,Balrampur (Uttar Pradesh ),female,0,3
"Joshi,Shri Anand Chandra",Congress,Sidhi-ST (Madhya Pradesh ),male,0,3
"Joti Saroop,Shri",RPI,Hathras-SC (Uttar Pradesh ),male,0,3
"Jyotishi,Pandit Jwala Prasad",Congress,Sagar-SC (Madhya Pradesh ),male,0,3
"Kachwai,Shri Hukam Chand",Jan Sangh,Dewas-SC (Madhya Pradesh ),male,0,3
"Kadadi,Shri Madeppa Bandappa",Congress,Solapur (Maharashtra ),male,0,3
"Kajrolkar,Shri Narayan Sadoba",Congress,Bombay Central North-SC (Maharashtra ),male,0,3
"Kamath,Shri Hari Vishnu",PSP,Hoshangabad (Madhya Pradesh ),male,0,3
"Kamble,Shri Tulsiram Dashrath",Congress,Latur (Maharashtra ),male,0,3
"Kanakasabai Pillai,Shri R.",Congress,Chidambaram-SC (Madras ),male,0,3
"Kandappan,Shri Subbanarayan",DMK,Tiruchengode (Madras ),male,0,3
"Kannamwar,Smt. G.M.Tai",Congress,Chanda (Maharashtra ),female,0,3
"Kantamma,Smt. T. Lakshmi",Congress,Khammam (Andhra Pradesh ),female,0,3
"Kanungo,Shri Nityanand",Congress,Cuttack (Odisha ),male,0,3
"Kappen,Shri Cherian J.",Congress,Muvattupuzha (Kerala ),male,0,3
"Kapur Singh,Sardar",Swatantra Party,Ludhiana (Punjab ),male,0,3
"Kar,Shri Prabhat",CP,Hooghly (West Bengal ),male,0,3
"Karjee,Shri Debendra Nath",AIFB,Cooch Behar-SC (West Bengal ),male,0,3
"Karni Singh,Dr.Maharaja Bikaner",Ind.,Bikaner (Rajasthan ),male,0,3
"Karuthiruman,Shri P.G.",Congress,Gobichettipalayam (Madras ),male,0,3
"Kayal,Shri Paresh Nath",Congress,Joynagar-SC (West Bengal ),male,0,3
"Kedaria,Shri Chhaganbhai Madaribhai",Congress,Mandvi-ST (Gujarat ),male,0,3
"Keishing,Shri Rishang",Socialist,Outer Manipur-ST (Manipur ),male,0,3
"Kesar Kumari,Devi,Rani",Congress,Raipur (Madhya Pradesh ),female,0,3
"Kesar Lal,Shri",Swatantra Party,Sawai Madhopur-ST (Rajasthan ),male,0,3
"Khadilkar,Shri Raghunath Keshav",Congress,Khed (Maharashtra ),male,0,3
"Khan,Shri Osman Ali S.",Congress,Anantapur (Andhra Pradesh ),male,0,3
"Khan,Shri Shah Nawaz",Congress,Meerut (Uttar Pradesh ),male,0,3
"Khan,Dr. Purnendu Narayan",Congress,Uluberia (West Bengal ),male,0,3
"Khanna,Shri Prem Kishan",Congress,Kaimganj (Uttar Pradesh ),male,0,3
"Khanna,Shri Mehr Chand",Congress,New Delhi (NCT of Delhi ),male,0,3
"Kinder Lal,Shri",Congress,Hardoi-SC (Uttar Pradesh ),male,0,3
"Kisan Veer,Shri",Congress,Satara (Maharashtra ),male,0,3
"Kohar,Dr. Rajendra",Swatantra Party,Phulbani-SC (Odisha ),male,0,3
"Kotoki,Shri Liladhar",Congress,Nowgong (Assam ),male,0,3
"Koujalgi,Shri H.V.",Congress,Belgaum (Mysore ),male,0,3
"Koya,Shri C.H. Mohammed",ML,Kozhikode (Kerala ),male,0,3
"Kripa Shanker,Shri",Congress,Domariaganj (Uttar Pradesh ),male,0,3
"Kripalani,Acharya J.B.",Ind.,Amroha (Uttar Pradesh ),male,0,3
"Krishna,Shri M.R.",Congress,Peddapalli-SC (Andhra Pradesh ),male,0,3
"Krishnamachari,Shri T.T.",Congress,Tiruchendur (Madras ),male,0,3
"Krishnan Manoharan,Shri",DMK,Madras South (Madras ),male,0,3
