name,party,Constituency & State,gender,is_nominated,nth loksabha
"Rathod,Shri Ramesh",TDP,Adilabad -ST (Andhra Pradesh ),male,0,15
"Rathwa,Shri Ramsinh Pataliyabhai",BJP,Chhota Udaipur -ST (Gujarat ),male,0,15
"Rawat,Shri Harish",INC,Hardwar (Uttarakhand ),male,0,15
"Rawat,Shri Ashok Kumar",BSP,Misrikh -SC (Uttar Pradesh ),male,0,15
"Ray,Prof. Sougata",AITC,Dum Dum (West Bengal ),male,0,15
"Ray,Shri Rudra Madhab",BJD,Kandhamal (Odisha ),male,0,15
"Ray,Shri Bishnu Pada",BJP,Andaman and Nicobar Islands (Andaman and Nicobar Islands ),male,0,15
"Reddy,Shri Y. S. Jagan Mohan",YSR Congress Party,Kadapa (Andhra Pradesh ),male,0,15
"Reddy,Shri Jaipal Sudini",INC,Chelvella (Andhra Pradesh ),male,0,15
"Reddy,Shri Magunta Sreenivasulu",INC,Ongole (Andhra Pradesh ),male,0,15
"Reddy,Shri S.P.Y.",INC,Nandyal (Andhra Pradesh ),male,0,15
"Reddy,Shri Kotla Jaya Surya Prakash",INC,Kurnool (Andhra Pradesh ),male,0,15
"Reddy,Shri Anantha Venkatarami",INC,Anantapur (Andhra Pradesh ),male,0,15
"Reddy,Shri Mekapati Rajamohan",YSR Congress Party,Nellore (Andhra Pradesh ),male,0,15
"Reddy,Shri Komatireddy Raj Gopal",INC,Bhongir (Andhra Pradesh ),male,0,15
"Reddy,Shri Modugula Venugopala",TDP,Narasaraopet (Andhra Pradesh ),male,0,15
"Riyan,Shri Baju Ban",CPI(M),Tripura East -ST (Tripura ),male,0,15
"Roy,Dr. Arjun",JD(U),Sitamarhi (Bihar ),male,0,15
"Roy,Shri Mahendra Kumar",CPI(M),Jalpaiguri -SC (West Bengal ),male,0,15
"Roy,Shri Nripendra Nath",AIFB,Coochbehar -SC (West Bengal ),male,0,15
"Roy (Banerjee),Smt. Satabdi",AITC,Birbhum (West Bengal ),female,0,15
"Ruala,Shri C. L.",INC,Mizoram -ST (Mizoram ),male,0,15
"Sachan,Shri Rakesh",SP,Fatehpur (Uttar Pradesh ),male,0,15
"Saha,Dr. Anup Kumar",CPI(M),Bardhaman Purba -SC (West Bengal ),male,0,15
"Sahai,Shri Subodh Kant",INC,Ranchi (Jharkhand ),male,0,15
"Sahu,Shri Chandu Lal",BJP,Mahasamund (Chhattisgarh ),male,0,15
"Sai,Shri Vishnu Deo",BJP,Raigarh -ST (Chhattisgarh ),male,0,15
"Sampath,Dr. Anirudhan",CPI(M),Attingal (Kerala ),male,0,15
"Sangma,Smt. Agatha K.",NCP,Tura -ST (Meghalaya ),female,0,15
"Sardinha,Shri Francisco Cosme",INC,South Goa (Goa ),male,0,15
"Saroj,Smt. Sushila",SP,Mohanlalganj -SC (Uttar Pradesh ),female,0,15
"Saroj,Shri Tufani",SP,Machhlishahr -SC (Uttar Pradesh ),male,0,15
"Sarvey,Shri Sathyanarayana",INC,Malkajgiri (Andhra Pradesh ),male,0,15
"Satpathy,Shri Tathagata",BJD,Dhenkanal (Odisha ),male,0,15
"Sayeed,Shri Hamdullah",INC,Lakshadweep -ST (Lakshadweep ),male,0,15
"Scindia,Smt. Yashodhara Raje",BJP,Gwalior (Madhya Pradesh ),female,0,15
"Scindia,Shri Jyotiraditya Madhavrao",INC,Guna (Madhya Pradesh ),male,0,15
"Selja,Kumari",INC,Ambala -SC (Haryana ),female,0,15
"Semmalai,Shri S.",AIADMK,Salem (Tamil Nadu ),male,0,15
"Sethi,Shri Arjun Charan",BJD,Bhadrak -SC (Odisha ),male,0,15
"Shah,Smt. Mala Rajya Laxmi",BJP,Tehri Garhwal (Uttarakhand ),female,0,15
"Shanavas,Shri M. I.",INC,Wayanad (Kerala ),male,0,15
"Shantha,Smt. J.",BJP,Bellary -ST (Karnataka ),female,0,15
"Shanthi,Smt. M. Vijaya",TRS,Medak (Andhra Pradesh ),female,0,15
"Shariq,Shri Sharifuddin",J&KNC,Baramulla (Jammu and Kashmir ),male,0,15
"Sharma,Shri Madan Lal",INC,Jammu (Jammu and Kashmir ),male,0,15
"Sharma,Dr. Arvind Kumar",INC,Karnal (Haryana ),male,0,15
"Sharma,Shri Jagdish",JD(U),Jahanabad (Bihar ),male,0,15
"Shekhar,Shri Neeraj",SP,Ballia (Uttar Pradesh ),male,0,15
"Shekhawat,Shri Gopal Singh",INC,Rajsamand (Rajasthan ),male,0,15
"Shetkar,Shri Suresh Kumar",INC,Zahirabad (Andhra Pradesh ),male,0,15
"Shetti,Shri Raju alias Devappa Anna",SWP,Hatkanangle (Maharashtra ),male,0,15
"Shinde,Shri Sushil Kumar Sambhajirao",INC,Solapur -SC (Maharashtra ),male,0,15
"Shivakumar ,Shri K. alias J.K. Ritheesh",DMK,Ramanathapuram (Tamil Nadu ),male,0,15
"Shivaramagouda,Shri",BJP,Koppal (Karnataka ),male,0,15
"Shukla ,Shri Balkrishna Khanderao",BJP,Vadodara (Gujarat ),male,0,15
"Sibal,Shri Kapil",INC,Chandni Chowk (NCT of Delhi ),male,0,15
"Siddeshwara,Shri Gowdar Mallikarjunappa",BJP,Davanagere (Karnataka ),male,0,15
"Sidhu,Shri Navjot Singh",BJP,Amritsar (Punjab ),male,0,15
"Singh,Shri Dushyant",BJP,Jhalawar-Baran (Rajasthan ),male,0,15
"Singh,Shri Prabhunath",RJD,Maharajganj (Bihar ),male,0,15
"Singh,Shri Uday",BJP,Purnia (Bihar ),male,0,15
"Singh,Shri Sushil Kumar",JD(U),Aurangabad (Bihar ),male,0,15
"Singh,Shri Radha Mohan",BJP,Purvi Champaran (Bihar ),male,0,15
"Singh,Shri Pradeep Kumar",BJP,Araria (Bihar ),male,0,15
"Singh,Shri Umashanker",RJD,Maharajganj (Bihar ),male,0,15
"Singh,Shri Ravneet",INC,Anandpur Sahib (Punjab ),male,0,15
"Singh,Shri Ratan",INC,Bharatpur -SC (Rajasthan ),male,0,15
"Singh,Shri Jagadanand",RJD,Buxar (Bihar ),male,0,15
"Singh,Shri Jaswant",BJP,Darjeeling (West Bengal ),male,0,15
"Singh,Shri Bhoopendra",BJP,Sagar (Madhya Pradesh ),male,0,15
"Singh, Smt. Rajesh Nandini",INC,Shahdol -ST (Madhya Pradesh ),female,0,15
"Singh,Shri Uday Pratap",INC,Hoshangabad (Madhya Pradesh ),male,0,15
"Singh,Shri Mahabali",JD(U),Karakat (Bihar ),male,0,15
"Singh,Dr. Bhola",BJP,Nawada (Bihar ),male,0,15
"Singh,Shri Ganesh",BJP,Satna (Madhya Pradesh ),male,0,15
"Singh,Shri Rakesh",BJP,Jabalpur (Madhya Pradesh ),male,0,15
"Singh,Shri Yashvir",SP,Nagina -SC (Uttar Pradesh ),male,0,15
"Singh,Shri Ajit",RLD,Baghpat (Uttar Pradesh ),male,0,15
"Singh,Shri Raj Nath",BJP,Ghaziabad (Uttar Pradesh ),male,0,15
"Singh,Shri N.Dharam",INC,Bidar (Karnataka ),male,0,15
"Singh,Chaudhary Lal",INC,Udhampur (Jammu and Kashmir ),male,0,15
"Singh,Shri Pashupati Nath",BJP,Dhanbad (Jharkhand ),male,0,15
"Singh,Shri Murarilal",BJP,Surguja -ST (Chhattisgarh ),male,0,15
"Singh,Dr. Raghuvansh Prasad",RJD,Vaishali (Bihar ),male,0,15
"Singh,Shri Digvijay",Ind.,Banka (Bihar ),male,0,15
"Singh,Shri Rajiv Ranjan Alias Lalan Singh",JD(U),Munger (Bihar ),male,0,15
"Singh,Smt. Meena",JD(U),Arrah (Bihar ),female,0,15
"Singh,Shri Virbhadra",INC,Mandi (Himachal Pradesh ),male,0,15
"Singh,Smt. Pratibha",INC,Mandi (Himachal Pradesh ),female,0,15
"Singh,Shri Dhananjay",BSP,Jaunpur (Uttar Pradesh ),male,0,15
"Singh,Shri Radhe Mohan",SP,Ghazipur (Uttar Pradesh ),male,0,15
"Singh,Shri Ratanjit Pratap Narain",INC,Kushi Nagar (Uttar Pradesh ),male,0,15
"Singh,Shri Kalyan",Ind.,Etah (Uttar Pradesh ),male,0,15
"Singh,Shri Vijay Bahadur",BSP,Hamirpur (Uttar Pradesh ),male,0,15
"Singh,Rajkumari Ratna",INC,Pratapgarh (Uttar Pradesh ),female,0,15
"Singh,Kunwar Rewati Raman",SP,Allahabad (Uttar Pradesh ),male,0,15
"Singh,Shri Brijbhushan Sharan",SP,Kaiserganj (Uttar Pradesh ),male,0,15
"Singh,Shri Jitendra",INC,Alwar (Rajasthan ),male,0,15
"Singh,Shri Ijyaraj",INC,Kota (Rajasthan ),male,0,15
"Singh Deo,Shri Kalikesh Narayan",BJD,Bolangir (Odisha ),male,0,15
"Singla,Shri Vijay Inder",INC,Sangrur (Punjab ),male,0,15
"Sinh,Dr. Sanjay",INC,Sultanpur (Uttar Pradesh ),male,0,15
"Sinha,Shri Yashwant",BJP,Hazaribagh (Jharkhand ),male,0,15
"Sinha,Shri Shatrughan Prasad",BJP,Patna Sahib (Bihar ),male,0,15
"Siricilla,Shri Rajaiah",INC,Warangal -SC (Andhra Pradesh ),male,0,15
"Sivaprasad,Dr. Naramalli",TDP,Chittoor -SC (Andhra Pradesh ),male,0,15
"Sivasami,Shri C.",AIADMK,Tiruppur (Tamil Nadu ),male,0,15
"Solanki,Shri Makhansingh",BJP,Khargone -ST (Madhya Pradesh ),male,0,15
"Solanki ,Shri Dinubhai Boghabhai",BJP,Junagadh (Gujarat ),male,0,15
"Solanki,Dr. (Prof.) Kirit Premjibhai",BJP,Ahmedabad West -SC (Gujarat ),male,0,15
"Solanki,Shri Bharatsinh Madhavsinh",INC,Anand (Gujarat ),male,0,15
"Soren,Shri Shibu",JMM,Dumka -ST (Jharkhand ),male,0,15
"Spandana,Km. Ramya Divya",INC,Mandya (Karnataka ),female,0,15
"Sudhakaran,Shri Kumbakudi",INC,Kannur (Kerala ),male,0,15
"Sugavanam,Shri E.G.",DMK,Krishnagiri (Tamil Nadu ),male,0,15
"Sugumar,Shri K.",AIADMK,Pollachi (Tamil Nadu ),male,0,15
"Suklabaidya,Shri Lalit Mohan",INC,Karimganj -SC (Assam ),male,0,15
"Sule,Smt. Supriya Sadanand",NCP,Baramati (Maharashtra ),female,0,15
"Suman,Shri Kabir",AITC,Jadavpur (West Bengal ),male,0,15
"Sumitra Mahajan (Tai),",BJP,Indore (Madhya Pradesh ),female,0,15
"Suresh,Shri Doddalahalli Kempegowda",INC,Bangalore Rural (Karnataka ),male,0,15
"Sushant,Dr. Rajan",BJP,Kangra (Himachal Pradesh ),male,0,15
"Swamy,Shri Janardhana",BJP,Chitradurga -SC (Karnataka ),male,0,15
"Swamy,Shri N. Chaluvaraya",JD(S),Mandya (Karnataka ),male,0,15
"Swaraj,Smt. Sushma",BJP,Vidisha (Madhya Pradesh ),female,0,15
"Tagore B.,Shri Manickam",INC,Virudhunagar (Tamil Nadu ),male,0,15
"Takam Sanjoy,Shri",INC,Arunachal West (Arunachal Pradesh ),male,0,15
"Tamta,Shri Pradeep",INC,Almora -SC (Uttarakhand ),male,0,15
"Tandon,Shri Lal Ji",BJP,Lucknow (Uttar Pradesh ),male,0,15
"Tandon,Smt. Annu",INC,Unnao (Uttar Pradesh ),female,0,15
"Tanwar,Shri Ashok",INC,Sirsa -SC (Haryana ),male,0,15
"Tarai,Shri Bibhu Prasad",CPI,Jagatsinghpur -SC (Odisha ),male,0,15
"Taviad,Dr. (Smt.) Prabha Kishor",INC,Dahod -ST (Gujarat ),female,0,15
"Taware ,Shri Suresh Kashinath",INC,Bhiwandi (Maharashtra ),male,0,15
"Tewari,Shri Manish",INC,Ludhiana (Punjab ),male,0,15
"Thakor,Shri Jagdish",INC,Patan (Gujarat ),male,0,15
"Thakur,Shri Anurag Singh",BJP,Hamirpur (Himachal Pradesh ),male,0,15
"Thamaraiselvan,Shri R.",DMK,Dharmapuri (Tamil Nadu ),male,0,15
"Thambi Durai,Dr. M.",AIADMK,Karur (Tamil Nadu ),male,0,15
"Tharoor,Dr. Shashi",INC,Thiruvananthapuram (Kerala ),male,0,15
"Thirumaavalavan,Dr. Tholkappiyan",VCK,Chidambaram -SC (Tamil Nadu ),male,0,15
"Thomas,Shri P. T.",INC,Idukki (Kerala ),male,0,15
"Thomas,Prof. Kuruppassery Varkey",INC,Ernakulam (Kerala ),male,0,15
"Tirath,Smt. Krishna",INC,North West Delhi -SC (NCT of Delhi ),female,0,15
"Tirkey,Shri Manohar",RSP,Alipurduars -ST (West Bengal ),male,0,15
"Tiwari ,Shri Bhismshankar Alias Kushal",BSP,Sant Kabir Nagar (Uttar Pradesh ),male,0,15
"Tomar,Shri Narendra Singh",BJP,Morena (Madhya Pradesh ),male,0,15
"Toppo,Shri Joseph",AGP,Tezpur (Assam ),male,0,15
"Trivedi,Shri Dinesh",AITC,Barrackpur (West Bengal ),male,0,15
"Tudu,Shri Laxman",BJD,Mayurbhanj -ST (Odisha ),male,0,15
"Udasi,Shri Shivkumar Chanabasappa",BJP,Haveri (Karnataka ),male,0,15
"Upadhyay,Smt. Seema",BSP,Fatehpur Sikri (Uttar Pradesh ),female,0,15
"Vardhan,Shri Harsh",INC,Maharajganj (Uttar Pradesh ),male,0,15
"Vasava,Shri Mansukhbhai Dhanjibhai",BJP,Bharuch (Gujarat ),male,0,15
"Venugopal,Shri K. C.",INC,Alappuzha (Kerala ),male,0,15
"Venugopal,Thiru Danapal",DMK,Tiruvannamalai (Tamil Nadu ),male,0,15
"Venugopal,Dr. Ponnusamy",AIADMK,Tiruvallur -SC (Tamil Nadu ),male,0,15
"Verma,Shri Sajjan Singh",INC,Dewas -SC (Madhya Pradesh ),male,0,15
"Verma,Smt. Usha",SP,Hardoi -SC (Uttar Pradesh ),female,0,15
"Verma,Shri Beni Prasad",INC,Gonda (Uttar Pradesh ),male,0,15
"Vijayan,Shri A.K.S.",DMK,Nagapattinam -SC (Tamil Nadu ),male,0,15
"Vishwanath,Shri Adagooru Huchegowda",INC,Mysore (Karnataka ),male,0,15
"Vivekanand,Dr. Gaddam",INC,Peddapalle -SC (Andhra Pradesh ),male,0,15
"Vundavalli,Shri Aruna Kumar",INC,Rajahmundry (Andhra Pradesh ),male,0,15
"Vyas,Dr.(Kum.) Girija",INC,Chittorgarh (Rajasthan ),female,0,15
"Wakchaure ,Shri Bhausaheb",SS,Shirdi -SC (Maharashtra ),male,0,15
"Wankhede,Shri Subhash Bapurao",SS,Hingoli (Maharashtra ),male,0,15
"Wasnik,Shri Mukul Balkrishna",INC,Ramtek -SC (Maharashtra ),male,0,15
"Yadav,Smt. Dimple",SP,Kannauj (Uttar Pradesh ),female,0,15
"Yadav,Shri Arun Subhashchandra",INC,Khandwa (Madhya Pradesh ),male,0,15
"Yadav,Shri Sharad",JD(U),Madhepura (Bihar ),male,0,15
"Yadav,Shri Hukmdev Narayan",BJP,Madhubani (Bihar ),male,0,15
"Yadav, Prof. Ranjan Prasad",JD(U),Pataliputra (Bihar ),male,0,15
"Yadav,Shri Akhilesh",SP,Kannauj (Uttar Pradesh ),male,0,15
"Yadav,Shri M. Anjan Kumar",INC,Secunderabad (Andhra Pradesh ),male,0,15
"Yadav,Shri Om Prakash",Ind.,Siwan (Bihar ),male,0,15
"Yadav,Shri Dharmendra",SP,Badaun (Uttar Pradesh ),male,0,15
"Yadav,Shri Ramakant",BJP,Azamgarh (Uttar Pradesh ),male,0,15
"Yadav,Shri Dinesh Chandra",JD(U),Khagaria (Bihar ),male,0,15
"Yadav,Shri Madhusudan",BJP,Rajnandgaon (Chhattisgarh ),male,0,15
"Yadav,Shri Mulayam Singh",SP,Mainpuri (Uttar Pradesh ),male,0,15
"Yaskhi,Shri Madhu Goud",INC,Nizamabad (Andhra Pradesh ),male,0,15
"Abdullah,Dr. Farooq",J&KNC,Srinagar (Jammu and Kashmir ),male,0,16
"Adhalrao Patil, Shri Shivaji",SS,Shirur (Maharashtra ),male,0,16
"Adhikari, Shri Suvendu",AITC,Tamluk (West Bengal ),male,0,16
"Adhikari, Shri Deepak (Dev)",AITC,Ghatal (West Bengal ),male,0,16
"Adhikari, Shri Sisir Kumar",AITC,Kanthi (West Bengal ),male,0,16
"Adhikari,Shri Dibyendu",AITC,Tamluk (West Bengal ),male,0,16
"Adityanath, Shri Yogi",BJP,Gorakhpur (Uttar Pradesh ),male,0,16
"Adsul, Shri Anandrao",SS,Amravati (Maharashtra ),male,0,16
"Advani, Shri Lal Krishna",BJP,Gandhinagar (Gujarat ),male,0,16
"Agrawal, Shri Rajendra",BJP,Meerut (Uttar Pradesh ),male,0,16
"Ahamed, Shri E.",IUML,Malappuram (Kerala ),male,0,16
"Ahir, Shri Hansraj Gangaram",BJP,Chandrapur (Maharashtra ),male,0,16
"Ahlawat, Smt. Santosh",BJP,Jhunjhunu (Rajasthan ),female,0,16
"Ahluwalia, Shri S.S.",BJP,Darjeeling (West Bengal ),male,0,16
"Ahmed, Shri Sultan",AITC,Uluberia (West Bengal ),male,0,16
"Ahmed,Smt. Sajda",AITC,Uluberia (West Bengal ),female,0,16
"Ajmal, Shri Sirajuddin",AIUDF,Barpeta (Assam ),male,0,16
"Ajmal, Maulana Badruddin",AIUDF,Dhubri (Assam ),male,0,16
"Alam,Shri Sarfaraz",RJD,Araria (Bihar ),male,0,16
"Ali, Shri Idris",AITC,Basirhat (West Bengal ),male,0,16
"Ananth Kumar, Shri",BJP,Bangalore South (Karnataka ),male,0,16
"Angadi, Shri Suresh Chanabasappa",BJP,Belgaum (Karnataka ),male,0,16
"Anil (alias Padmakar) Gulabrao, Shirole, Shri",BJP,Pune (Maharashtra ),male,0,16
"Antony, Shri Anto",INC,Pathanamthitta (Kerala ),male,0,16
"Anwar, Shri Tariq",NCP,Katihar (Bihar ),male,0,16
"Arunmozhithevan, Shri A.",AIADMK,Cuddalore (Tamil Nadu ),male,0,16
"Ashokkumar, Shri K.",AIADMK,Krishnagiri (Tamil Nadu ),male,0,16
"Ashwini Kumar, Shri",BJP,Karnal (Haryana ),male,0,16
"Aujla,Shri Gurjeet Singh",INC,Amritsar (Punjab ),male,0,16
"Azad, Shri Kirti (JHA)",BJP,Darbhanga (Bihar ),male,0,16
"Babul Supriyo,Shri",BJP,Asansol (West Bengal ),male,0,16
"Badal,Smt. Harsimrat Kaur",SAD,Bathinda (Punjab ),female,0,16
"Baheria,Shri Subhash Chandra",BJP,Bhilwara (Rajasthan ),male,0,16
"Baig,Shri Muzaffar Hussain",J&KPDP,Baramulla (Jammu and Kashmir ),male,0,16
"Bais,Shri Ramesh",BJP,Raipur (Chhattisgarh ),male,0,16
"Baite,Shri Thangso",INC,Outer Manipur (Manipur ),male,0,16
"Baker,Shri George",BJP,Nominated Anglo-Indian (West Bengal ),male,1,16
"Bakshi,Shri Subrata",AITC,Kolkata Dakshin (West Bengal ),male,0,16
"Bala,Smt. Anju",BJP,Misrikh (Uttar Pradesh ),female,0,16
"Balyan,Dr. Sanjeev Kumar",BJP,Muzaffarnagar (Uttar Pradesh ),male,0,16
"Bandyopadhyay,Shri Sudip",AITC,Kolkata Uttar (West Bengal ),male,0,16
"Banerjee,Shri Kalyan",AITC,Serampore (West Bengal ),male,0,16
"Banerjee, Shri Abhishek",AITC,Diamond Harbour (West Bengal ),male,0,16
"Banerjee,Shri Prasun",AITC,Howrah (West Bengal ),male,0,16
"Bansode,Shri Sharadkumar Maruti",BJP,Solapur (Maharashtra ),male,0,16
"Barman,Shri Bijoy Chandra",AITC,Jalpaiguri (West Bengal ),male,0,16
"Barne,Shri Shrirang Appa",SS,Maval (Maharashtra ),male,0,16
"Baruah,Shri Pradan",BJP,Lakhimpur (Assam ),male,0,16
"Basheer,Shri E. T. Mohammed",IUML,Ponnani (Kerala ),male,0,16
"Bhabhor,Shri Jaswantsinh Sumanbhai",BJP,Dahod (Gujarat ),male,0,16
"Bhagat,Shri Bodhsingh",BJP,Balaghat (Madhya Pradesh ),male,0,16
"Bhagat,Shri Sudarshan",BJP,Lohardaga (Jharkhand ),male,0,16
"Bhamre,Dr. Subhash Ramrao",BJP,Dhule (Maharashtra ),male,0,16
"Bharathimohan,Shri R.K.",AIADMK,Mayiladuthurai (Tamil Nadu ),male,0,16
"Bhatt,Smt. Ranjanben Dhananjay",BJP,Vadodara (Gujarat ),female,0,16
"Bhavana Gawali (Patil), Ms.",SS,Yavatmal-Washim (Maharashtra ),female,0,16
"Bhonsle,Shri Udayanraje Pratapsing",NCP,Satara (Maharashtra ),male,0,16
"Bhuria,Shri Kantilal",INC,Ratlam (Madhya Pradesh ),male,0,16
"Bhuria,Shri Dileep Singh",BJP,Ratlam (Madhya Pradesh ),male,0,16
"Bidhuri,Shri Ramesh",BJP,South Delhi (NCT of Delhi ),male,0,16
"Biju,Dr. Parayamparambil Kuttappan",CPI(M),Alathur (Kerala ),male,0,16
"Birla,Shri Om",BJP,Kota (Rajasthan ),male,0,16
"Biswas,Shri Radheshyam",AIUDF,Karimganj (Assam ),male,0,16
"Bohra,Shri Ramcharan",BJP,Jaipur (Rajasthan ),male,0,16
"Boianapalli,Shri Vinod Kumar",TRS,Karimnagar (Telangana ),male,0,16
"Bose,Prof. (Dr.) Sugata",AITC,Jadavpur (West Bengal ),male,0,16
"Brahmpura,Shri Ranjit Singh",SAD,Khadoor Sahib (Punjab ),male,0,16
"Butta,Smt. Renuka",YSR Congress Party,Kurnool (Andhra Pradesh ),female,0,16
"Chakravarty,Smt. Bijoya",BJP,Gauhati (Assam ),female,0,16
"Chandel,Kunwar Pushpendra Singh",BJP,Hamirpur (Uttar Pradesh ),male,0,16
"Chandrakasi,Shri M.",AIADMK,Chidambaram (Tamil Nadu ),male,0,16
"Chandrappa,Shri B.N.",INC,Chitradurga (Karnataka ),male,0,16
"Chandumajra,Shri Prem Singh",SAD,Anandpur Sahib (Punjab ),male,0,16
"Chaudhary,Shri Santokh Singh",INC,Jalandhar (Punjab ),male,0,16
"Chaudhary,Shri Birendra Kumar",BJP,Jhanjharpur (Bihar ),male,0,16
"Chaudhary,Shri Babulal",BJP,Fatehpur Sikri (Uttar Pradesh ),male,0,16
"Chaudhary,Shri P.P.",BJP,Pali (Rajasthan ),male,0,16
"Chaudhary,Shri C.R.",BJP,Nagaur (Rajasthan ),male,0,16
"Chaudhary,Shri Pankaj",BJP,Maharajganj (Uttar Pradesh ),male,0,16
"Chaudhary,Shri Haribhai Parthibhai",BJP,Banaskantha (Gujarat ),male,0,16
"Chaudhury,Shri Jitendra",CPI(M),Tripura East (Tripura ),male,0,16
"Chauhan,Shri Nihal Chand",BJP,Ganganagar (Rajasthan ),male,0,16
"Chauhan,Shri Nand Kumar Singh",BJP,Khandwa (Madhya Pradesh ),male,0,16
"Chauhan,Shri Prabhatsinh Pratapsinh",BJP,Panchmahal (Gujarat ),male,0,16
"Chauhan,Shri Devusinh Jesingbhai",BJP,Kheda (Gujarat ),male,0,16
"Chautala,Shri Dushyant",INLD,Hisar (Haryana ),male,0,16
"Chavan,Shri Ashok Shankarrao",INC,Nanded (Maharashtra ),male,0,16
"Chavan,Shri Harishchandra Deoram",BJP,Dindori (Maharashtra ),male,0,16
"Chavda,Shri Vinod",BJP,Kachchh (Gujarat ),male,0,16
"Chhewang,Shri Thupstan",BJP,Ladakh (Jammu and Kashmir ),male,0,16
"Chhotelal,Shri",BJP,Robertsganj (Uttar Pradesh ),male,0,16
"Chinnaraj,Shri Gopalakrishnan",AIADMK,Nilgiris (Tamil Nadu ),male,0,16
"Choubey,Shri Ashwini Kumar",BJP,Buxar (Bihar ),male,0,16
"Choudhary,Shri Ram Tahal",BJP,Ranchi (Jharkhand ),male,0,16
"Choudhury,Shri Abu Hasem Khan",INC,Maldaha Dakshin (West Bengal ),male,0,16
"Chowdhury,Shri Adhir Ranjan",INC,Baharampur (West Bengal ),male,0,16
"Chudasama,Shri Rajeshbhai Naranbhai",BJP,Junagadh (Gujarat ),male,0,16
"Col. Choudhary,Sona Ram, VSM (Retd.)",BJP,Barmer (Rajasthan ),male,0,16
"Danve,Shri Raosaheb Dadarao",BJP,Jalna (Maharashtra ),male,0,16
"Dastidar,Dr. (Smt.) Kakoli Ghosh",AITC,Barasat (West Bengal ),female,0,16
"Datta,Shri Sankar Prasad",CPI(M),Tripura West (Tripura ),male,0,16
"Dattatreya,Shri Bandaru",BJP,Secunderabad (Telangana ),male,0,16
"De(Nag),Dr. (Smt.) Ratna",AITC,Hooghly (West Bengal ),female,0,16
"Deka,Shri Ramen",BJP,Mangaldoi (Assam ),male,0,16
"Deo,Shri Arka Keshari",BJD,Kalahandi (Odisha ),male,0,16
"Dev,Km. Sushmita",INC,Silchar (Assam ),female,0,16
"Devegowda,Shri H.D.",JD(S),Hassan (Karnataka ),male,0,16
"Devi,Smt. Veena",LJSP,Munger (Bihar ),female,0,16
"Devi,Smt. Rama",BJP,Sheohar (Bihar ),female,0,16
"Dharambir Singh,Shri",BJP,Bhiwani-Mahendragarh (Haryana ),male,0,16
"Dhotre,Shri Sanjay Shamrao",BJP,Akola (Maharashtra ),male,0,16
"Dhruvanarayana,Shri R.",INC,Chamrajanagar (Karnataka ),male,0,16
"Dhurve,Smt. Jyoti",BJP,Betul (Madhya Pradesh ),female,0,16
"Diwakar,Shri Rajesh Kumar",BJP,Hathras (Uttar Pradesh ),male,0,16
"Dohrey,Shri Ashok Kumar",BJP,Etawah (Uttar Pradesh ),male,0,16
"Dr. Kirit Somaiya,",BJP,Mumbai-North-East (Maharashtra ),male,0,16
"Dubey,Shri Satish Chandra",BJP,Valmiki Nagar (Bihar ),male,0,16
"Dubey,Dr. Nishikant",BJP,Godda (Jharkhand ),male,0,16
"Dwivedi,Shri Harish",BJP,Basti (Uttar Pradesh ),male,0,16
"Engti,Shri Biren Singh",INC,Autonomous District (Assam ),male,0,16
"Ering,Shri Ninong",INC,Arunachal East (Arunachal Pradesh ),male,0,16
"Fatepara,Shri Devajibhai Govindbhai",BJP,Surendranagar (Gujarat ),male,0,16
"Gaddigoudar,Shri Parvatagouda Chandanagouda",BJP,Bagalkot (Karnataka ),male,0,16
"Gadkari,Shri Nitin Jairam",BJP,Nagpur (Maharashtra ),male,0,16
"Gaikwad,Dr. Sunil Baliram",BJP,Latur (Maharashtra ),male,0,16
"Gaikwad,Prof. Ravindra Vishwanath",SS,Osmanabad (Maharashtra ),male,0,16
"Galla,Shri Jayadev",TDP,Guntur (Andhra Pradesh ),male,0,16
"Gandhi,Shri Rahul",INC,Amethi (Uttar Pradesh ),male,0,16
"Gandhi,Smt. Sonia",INC,Rae Bareli (Uttar Pradesh ),female,0,16
"Gandhi,Dr. Dharam Vira",AAP,Patiala (Punjab ),male,0,16
"Gandhi,Smt. Maneka Sanjay",BJP,Pilibhit (Uttar Pradesh ),female,0,16
"Gandhi,Shri Feroze Varun",BJP,Sultanpur (Uttar Pradesh ),male,0,16
"Gandhi,Shri Dilip Kumar Mansukhlal",BJP,Ahmednagar (Maharashtra ),male,0,16
"Gangwar,Shri Santosh Kumar",BJP,Bareilly (Uttar Pradesh ),male,0,16
"Gautam,Shri Satish Kumar",BJP,Aligarh (Uttar Pradesh ),male,0,16
"Gavit,Dr. Heena Vijaykumar",BJP,Nandurbar (Maharashtra ),female,0,16
"Gavit,Shri Rajendra Dhedya",BJP,Palghar (Maharashtra ),male,0,16
"Geete,Shri Anant Gangaram",SS,Raigad (Maharashtra ),male,0,16
"General (Retd.),Dr. Vijay Kumar Singh",BJP,Ghaziabad (Uttar Pradesh ),male,0,16
"George,Shri (Adv.) Joice",Ind.,Idukki (Kerala ),male,0,16
"Ghosh,Ms. Arpita",AITC,Balurghat (West Bengal ),female,0,16
"Ghubaya,Shri Sher Singh",SAD,Ferozpur (Punjab ),male,0,16
"Giluwa,Shri Laxman",BJP,Singhbhum (Jharkhand ),male,0,16
